MANDT,MBLNR,KDAUF,KDPOS
SC1,42fd60e3-2088-48a4-909b-f8a8e6782fa9,da5f2655-5565-43f1-9837-e09d797debfb,0
SC1,42fd60e3-2088-48a4-909b-f8a8e6782fa9,da5f2655-5565-43f1-9837-e09d797debfb,1
SC1,42fd60e3-2088-48a4-909b-f8a8e6782fa9,da5f2655-5565-43f1-9837-e09d797debfb,2
SC1,42fd60e3-2088-48a4-909b-f8a8e6782fa9,da5f2655-5565-43f1-9837-e09d797debfb,3
SC1,42fd60e3-2088-48a4-909b-f8a8e6782fa9,da5f2655-5565-43f1-9837-e09d797debfb,4
SC1,42fd60e3-2088-48a4-909b-f8a8e6782fa9,da5f2655-5565-43f1-9837-e09d797debfb,5
SC1,42fd60e3-2088-48a4-909b-f8a8e6782fa9,da5f2655-5565-43f1-9837-e09d797debfb,6
SC1,42fd60e3-2088-48a4-909b-f8a8e6782fa9,da5f2655-5565-43f1-9837-e09d797debfb,7
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,0
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,1
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,2
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,3
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,4
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,5
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,6
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,7
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,8
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,9
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,10
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,11
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,12
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,13
SC1,0892291f-f153-4783-8ab3-dfd69e2a7f86,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,14
SC1,2b6d5946-06cd-4c8d-9209-ab587cb1898c,e7d39791-eb44-4dfd-aab7-44901b25add8,0
SC1,2b6d5946-06cd-4c8d-9209-ab587cb1898c,e7d39791-eb44-4dfd-aab7-44901b25add8,1
SC1,2b6d5946-06cd-4c8d-9209-ab587cb1898c,e7d39791-eb44-4dfd-aab7-44901b25add8,2
SC1,2b6d5946-06cd-4c8d-9209-ab587cb1898c,e7d39791-eb44-4dfd-aab7-44901b25add8,3
SC1,2b6d5946-06cd-4c8d-9209-ab587cb1898c,e7d39791-eb44-4dfd-aab7-44901b25add8,4
SC1,2b6d5946-06cd-4c8d-9209-ab587cb1898c,e7d39791-eb44-4dfd-aab7-44901b25add8,5
SC1,2b6d5946-06cd-4c8d-9209-ab587cb1898c,e7d39791-eb44-4dfd-aab7-44901b25add8,6
SC1,2b6d5946-06cd-4c8d-9209-ab587cb1898c,e7d39791-eb44-4dfd-aab7-44901b25add8,7
SC1,2b6d5946-06cd-4c8d-9209-ab587cb1898c,e7d39791-eb44-4dfd-aab7-44901b25add8,8
SC1,2b6d5946-06cd-4c8d-9209-ab587cb1898c,e7d39791-eb44-4dfd-aab7-44901b25add8,9
SC1,88bd4255-5f34-46df-ae4f-cb0896bdbdbe,8dda9661-bda9-46fa-b8ce-9a7f7051e646,0
SC1,88bd4255-5f34-46df-ae4f-cb0896bdbdbe,8dda9661-bda9-46fa-b8ce-9a7f7051e646,1
SC1,88bd4255-5f34-46df-ae4f-cb0896bdbdbe,8dda9661-bda9-46fa-b8ce-9a7f7051e646,2
SC1,88bd4255-5f34-46df-ae4f-cb0896bdbdbe,8dda9661-bda9-46fa-b8ce-9a7f7051e646,3
SC1,88bd4255-5f34-46df-ae4f-cb0896bdbdbe,8dda9661-bda9-46fa-b8ce-9a7f7051e646,4
SC1,88bd4255-5f34-46df-ae4f-cb0896bdbdbe,8dda9661-bda9-46fa-b8ce-9a7f7051e646,5
SC1,88bd4255-5f34-46df-ae4f-cb0896bdbdbe,8dda9661-bda9-46fa-b8ce-9a7f7051e646,6
SC1,479fb3c2-5129-4219-9da6-0694af3034ab,1d8380ba-57b2-4322-b075-67e9a1061462,0
SC1,479fb3c2-5129-4219-9da6-0694af3034ab,1d8380ba-57b2-4322-b075-67e9a1061462,1
SC1,479fb3c2-5129-4219-9da6-0694af3034ab,1d8380ba-57b2-4322-b075-67e9a1061462,2
SC1,479fb3c2-5129-4219-9da6-0694af3034ab,1d8380ba-57b2-4322-b075-67e9a1061462,3
SC1,479fb3c2-5129-4219-9da6-0694af3034ab,1d8380ba-57b2-4322-b075-67e9a1061462,4
SC1,479fb3c2-5129-4219-9da6-0694af3034ab,1d8380ba-57b2-4322-b075-67e9a1061462,5
SC1,479fb3c2-5129-4219-9da6-0694af3034ab,1d8380ba-57b2-4322-b075-67e9a1061462,6
SC1,479fb3c2-5129-4219-9da6-0694af3034ab,1d8380ba-57b2-4322-b075-67e9a1061462,7
SC1,1c253b7e-05df-46c7-8ae8-8b446adaff1f,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,0
SC1,1c253b7e-05df-46c7-8ae8-8b446adaff1f,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,1
SC1,1c253b7e-05df-46c7-8ae8-8b446adaff1f,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,2
SC1,1c253b7e-05df-46c7-8ae8-8b446adaff1f,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,3
SC1,1c253b7e-05df-46c7-8ae8-8b446adaff1f,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,4
SC1,1c253b7e-05df-46c7-8ae8-8b446adaff1f,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,5
SC1,1c253b7e-05df-46c7-8ae8-8b446adaff1f,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,6
SC1,1c253b7e-05df-46c7-8ae8-8b446adaff1f,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,7
SC1,1c253b7e-05df-46c7-8ae8-8b446adaff1f,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,8
SC1,402d10aa-d633-4d3b-b5c0-0728ba013472,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,0
SC1,402d10aa-d633-4d3b-b5c0-0728ba013472,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,1
SC1,402d10aa-d633-4d3b-b5c0-0728ba013472,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,2
SC1,402d10aa-d633-4d3b-b5c0-0728ba013472,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,3
SC1,402d10aa-d633-4d3b-b5c0-0728ba013472,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,4
SC1,402d10aa-d633-4d3b-b5c0-0728ba013472,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,5
SC1,402d10aa-d633-4d3b-b5c0-0728ba013472,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,6
SC1,402d10aa-d633-4d3b-b5c0-0728ba013472,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,7
SC1,402d10aa-d633-4d3b-b5c0-0728ba013472,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,8
SC1,44674653-0761-40a0-a6b0-5ee203cfb14f,f184ac4d-4b88-4e70-90cc-ef4856b695c7,0
SC1,44674653-0761-40a0-a6b0-5ee203cfb14f,f184ac4d-4b88-4e70-90cc-ef4856b695c7,1
SC1,44674653-0761-40a0-a6b0-5ee203cfb14f,f184ac4d-4b88-4e70-90cc-ef4856b695c7,2
SC1,44674653-0761-40a0-a6b0-5ee203cfb14f,f184ac4d-4b88-4e70-90cc-ef4856b695c7,3
SC1,44674653-0761-40a0-a6b0-5ee203cfb14f,f184ac4d-4b88-4e70-90cc-ef4856b695c7,4
SC1,c9a5fa88-7ef2-4294-ba74-28c9cbb8b701,acbc6fec-a65c-43f1-9b70-5d8aa722e361,0
SC1,c9a5fa88-7ef2-4294-ba74-28c9cbb8b701,acbc6fec-a65c-43f1-9b70-5d8aa722e361,1
SC1,c9a5fa88-7ef2-4294-ba74-28c9cbb8b701,acbc6fec-a65c-43f1-9b70-5d8aa722e361,2
SC1,c9a5fa88-7ef2-4294-ba74-28c9cbb8b701,acbc6fec-a65c-43f1-9b70-5d8aa722e361,3
SC1,c9a5fa88-7ef2-4294-ba74-28c9cbb8b701,acbc6fec-a65c-43f1-9b70-5d8aa722e361,4
SC1,c9a5fa88-7ef2-4294-ba74-28c9cbb8b701,acbc6fec-a65c-43f1-9b70-5d8aa722e361,5
SC1,c9a5fa88-7ef2-4294-ba74-28c9cbb8b701,acbc6fec-a65c-43f1-9b70-5d8aa722e361,6
SC1,c9a5fa88-7ef2-4294-ba74-28c9cbb8b701,acbc6fec-a65c-43f1-9b70-5d8aa722e361,7
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,0
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,1
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,2
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,3
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,4
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,5
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,6
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,7
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,8
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,9
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,10
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,11
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,12
SC1,94c655cb-18cc-44e0-ba09-ed2464344326,b4e78a18-3a73-4b38-b0f4-91b51b103181,13
SC1,ca1f212a-c25b-4d0d-84e5-5c11150b598c,9f31c007-c9d1-4fb5-9430-bf3a4229f922,0
SC1,ca1f212a-c25b-4d0d-84e5-5c11150b598c,9f31c007-c9d1-4fb5-9430-bf3a4229f922,1
SC1,ca1f212a-c25b-4d0d-84e5-5c11150b598c,9f31c007-c9d1-4fb5-9430-bf3a4229f922,2
SC1,ca1f212a-c25b-4d0d-84e5-5c11150b598c,9f31c007-c9d1-4fb5-9430-bf3a4229f922,3
SC1,ca1f212a-c25b-4d0d-84e5-5c11150b598c,9f31c007-c9d1-4fb5-9430-bf3a4229f922,4
SC1,ca1f212a-c25b-4d0d-84e5-5c11150b598c,9f31c007-c9d1-4fb5-9430-bf3a4229f922,5
SC1,ca1f212a-c25b-4d0d-84e5-5c11150b598c,9f31c007-c9d1-4fb5-9430-bf3a4229f922,6
SC1,ca1f212a-c25b-4d0d-84e5-5c11150b598c,9f31c007-c9d1-4fb5-9430-bf3a4229f922,7
SC1,ca1f212a-c25b-4d0d-84e5-5c11150b598c,9f31c007-c9d1-4fb5-9430-bf3a4229f922,8
SC1,aaea03be-7b9d-4cab-b7a2-67187faef585,60e035be-b960-4d46-a80e-6baab8be45ce,0
SC1,aaea03be-7b9d-4cab-b7a2-67187faef585,60e035be-b960-4d46-a80e-6baab8be45ce,1
SC1,aaea03be-7b9d-4cab-b7a2-67187faef585,60e035be-b960-4d46-a80e-6baab8be45ce,2
SC1,aaea03be-7b9d-4cab-b7a2-67187faef585,60e035be-b960-4d46-a80e-6baab8be45ce,3
SC1,aaea03be-7b9d-4cab-b7a2-67187faef585,60e035be-b960-4d46-a80e-6baab8be45ce,4
SC1,aaea03be-7b9d-4cab-b7a2-67187faef585,60e035be-b960-4d46-a80e-6baab8be45ce,5
SC1,aaea03be-7b9d-4cab-b7a2-67187faef585,60e035be-b960-4d46-a80e-6baab8be45ce,6
SC1,aaea03be-7b9d-4cab-b7a2-67187faef585,60e035be-b960-4d46-a80e-6baab8be45ce,7
SC1,aaea03be-7b9d-4cab-b7a2-67187faef585,60e035be-b960-4d46-a80e-6baab8be45ce,8
SC1,aaea03be-7b9d-4cab-b7a2-67187faef585,60e035be-b960-4d46-a80e-6baab8be45ce,9
SC1,aaea03be-7b9d-4cab-b7a2-67187faef585,60e035be-b960-4d46-a80e-6baab8be45ce,10
SC1,fc34b1f4-5b9a-4d87-90c9-ffaee7db5f9a,5186e5ce-bce1-4cd8-a901-4a09e8f31c28,0
SC1,fc34b1f4-5b9a-4d87-90c9-ffaee7db5f9a,5186e5ce-bce1-4cd8-a901-4a09e8f31c28,1
SC1,fc34b1f4-5b9a-4d87-90c9-ffaee7db5f9a,5186e5ce-bce1-4cd8-a901-4a09e8f31c28,2
SC1,fc34b1f4-5b9a-4d87-90c9-ffaee7db5f9a,5186e5ce-bce1-4cd8-a901-4a09e8f31c28,3
SC1,fc34b1f4-5b9a-4d87-90c9-ffaee7db5f9a,5186e5ce-bce1-4cd8-a901-4a09e8f31c28,4
SC1,fc34b1f4-5b9a-4d87-90c9-ffaee7db5f9a,5186e5ce-bce1-4cd8-a901-4a09e8f31c28,5
SC1,43f5374f-022a-41ad-9736-eb401c6267f2,33dea4a0-c8bf-4659-b9a2-08cb4397495c,0
SC1,43f5374f-022a-41ad-9736-eb401c6267f2,33dea4a0-c8bf-4659-b9a2-08cb4397495c,1
SC1,43f5374f-022a-41ad-9736-eb401c6267f2,33dea4a0-c8bf-4659-b9a2-08cb4397495c,2
SC1,43f5374f-022a-41ad-9736-eb401c6267f2,33dea4a0-c8bf-4659-b9a2-08cb4397495c,3
SC1,43f5374f-022a-41ad-9736-eb401c6267f2,33dea4a0-c8bf-4659-b9a2-08cb4397495c,4
SC1,43f5374f-022a-41ad-9736-eb401c6267f2,33dea4a0-c8bf-4659-b9a2-08cb4397495c,5
SC1,43f5374f-022a-41ad-9736-eb401c6267f2,33dea4a0-c8bf-4659-b9a2-08cb4397495c,6
SC1,43f5374f-022a-41ad-9736-eb401c6267f2,33dea4a0-c8bf-4659-b9a2-08cb4397495c,7
SC1,43f5374f-022a-41ad-9736-eb401c6267f2,33dea4a0-c8bf-4659-b9a2-08cb4397495c,8
SC1,9f3803cb-c325-4e6d-99e2-759773007564,4a33c8c0-3b6e-4450-80ae-e799afb83d73,0
SC1,9f3803cb-c325-4e6d-99e2-759773007564,4a33c8c0-3b6e-4450-80ae-e799afb83d73,1
SC1,9f3803cb-c325-4e6d-99e2-759773007564,4a33c8c0-3b6e-4450-80ae-e799afb83d73,2
SC1,9f3803cb-c325-4e6d-99e2-759773007564,4a33c8c0-3b6e-4450-80ae-e799afb83d73,3
SC1,9f3803cb-c325-4e6d-99e2-759773007564,4a33c8c0-3b6e-4450-80ae-e799afb83d73,4
SC1,171e4b3c-29d0-43b5-b553-2483a47a3f02,53c80cbc-fec9-4e82-9453-358648db2c1e,0
SC1,171e4b3c-29d0-43b5-b553-2483a47a3f02,53c80cbc-fec9-4e82-9453-358648db2c1e,1
SC1,171e4b3c-29d0-43b5-b553-2483a47a3f02,53c80cbc-fec9-4e82-9453-358648db2c1e,2
SC1,171e4b3c-29d0-43b5-b553-2483a47a3f02,53c80cbc-fec9-4e82-9453-358648db2c1e,3
SC1,171e4b3c-29d0-43b5-b553-2483a47a3f02,53c80cbc-fec9-4e82-9453-358648db2c1e,4
SC1,171e4b3c-29d0-43b5-b553-2483a47a3f02,53c80cbc-fec9-4e82-9453-358648db2c1e,5
SC1,171e4b3c-29d0-43b5-b553-2483a47a3f02,53c80cbc-fec9-4e82-9453-358648db2c1e,6
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,0
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,1
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,2
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,3
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,4
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,5
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,6
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,7
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,8
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,9
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,10
SC1,5587a3cb-d70e-4044-8391-f3ebd6485074,19cf6887-4f43-4dd7-9296-f7e178b1be69,11
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,0
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,1
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,2
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,3
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,4
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,5
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,6
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,7
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,8
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,9
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,10
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,11
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,12
SC1,e97a6084-d198-477f-8a74-ebc9aef231fe,3d53599a-796d-4e97-855e-488d8f204317,13
SC1,7ce618fb-739e-4537-81ca-c96c9db9c97f,7fdd0919-88ad-472e-8d56-17975d1448f2,0
SC1,7ce618fb-739e-4537-81ca-c96c9db9c97f,7fdd0919-88ad-472e-8d56-17975d1448f2,1
SC1,7ce618fb-739e-4537-81ca-c96c9db9c97f,7fdd0919-88ad-472e-8d56-17975d1448f2,2
SC1,7ce618fb-739e-4537-81ca-c96c9db9c97f,7fdd0919-88ad-472e-8d56-17975d1448f2,3
SC1,7ce618fb-739e-4537-81ca-c96c9db9c97f,7fdd0919-88ad-472e-8d56-17975d1448f2,4
SC1,6c9c6a7d-52c3-4317-817c-d07ad27b9125,b864065b-56d3-44ca-a034-9135706f07b6,0
SC1,6c9c6a7d-52c3-4317-817c-d07ad27b9125,b864065b-56d3-44ca-a034-9135706f07b6,1
SC1,6c9c6a7d-52c3-4317-817c-d07ad27b9125,b864065b-56d3-44ca-a034-9135706f07b6,2
SC1,6c9c6a7d-52c3-4317-817c-d07ad27b9125,b864065b-56d3-44ca-a034-9135706f07b6,3
SC1,6c9c6a7d-52c3-4317-817c-d07ad27b9125,b864065b-56d3-44ca-a034-9135706f07b6,4
SC1,6c9c6a7d-52c3-4317-817c-d07ad27b9125,b864065b-56d3-44ca-a034-9135706f07b6,5
SC1,6c9c6a7d-52c3-4317-817c-d07ad27b9125,b864065b-56d3-44ca-a034-9135706f07b6,6
SC1,6c9c6a7d-52c3-4317-817c-d07ad27b9125,b864065b-56d3-44ca-a034-9135706f07b6,7
SC1,6c9c6a7d-52c3-4317-817c-d07ad27b9125,b864065b-56d3-44ca-a034-9135706f07b6,8
SC1,6c9c6a7d-52c3-4317-817c-d07ad27b9125,b864065b-56d3-44ca-a034-9135706f07b6,9
SC1,3dfd527f-4c86-41fe-aaf2-1b100ab8ccec,cf95e49e-fc46-4d53-8d0a-158b658c5939,0
SC1,3dfd527f-4c86-41fe-aaf2-1b100ab8ccec,cf95e49e-fc46-4d53-8d0a-158b658c5939,1
SC1,3dfd527f-4c86-41fe-aaf2-1b100ab8ccec,cf95e49e-fc46-4d53-8d0a-158b658c5939,2
SC1,3dfd527f-4c86-41fe-aaf2-1b100ab8ccec,cf95e49e-fc46-4d53-8d0a-158b658c5939,3
SC1,3dfd527f-4c86-41fe-aaf2-1b100ab8ccec,cf95e49e-fc46-4d53-8d0a-158b658c5939,4
SC1,3dfd527f-4c86-41fe-aaf2-1b100ab8ccec,cf95e49e-fc46-4d53-8d0a-158b658c5939,5
SC1,3dfd527f-4c86-41fe-aaf2-1b100ab8ccec,cf95e49e-fc46-4d53-8d0a-158b658c5939,6
SC1,3dfd527f-4c86-41fe-aaf2-1b100ab8ccec,cf95e49e-fc46-4d53-8d0a-158b658c5939,7
SC1,3dfd527f-4c86-41fe-aaf2-1b100ab8ccec,cf95e49e-fc46-4d53-8d0a-158b658c5939,8
SC1,3dfd527f-4c86-41fe-aaf2-1b100ab8ccec,cf95e49e-fc46-4d53-8d0a-158b658c5939,9
SC1,3dfd527f-4c86-41fe-aaf2-1b100ab8ccec,cf95e49e-fc46-4d53-8d0a-158b658c5939,10
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,0
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,1
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,2
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,3
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,4
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,5
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,6
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,7
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,8
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,9
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,10
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,11
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,12
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,13
SC1,2dd0db62-83a4-4595-bb98-1ad933acd82c,e86053ea-2187-4c6e-896b-b126bc0170f8,14
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,0
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,1
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,2
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,3
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,4
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,5
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,6
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,7
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,8
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,9
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,10
SC1,bec771e9-d3f7-4fe6-9b4b-f4f0f4ec0a21,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,11
SC1,727e0dab-f9b8-4b66-b5b6-9ec697178444,a51930b1-b221-40ac-825c-7a86aa5b5508,0
SC1,727e0dab-f9b8-4b66-b5b6-9ec697178444,a51930b1-b221-40ac-825c-7a86aa5b5508,1
SC1,727e0dab-f9b8-4b66-b5b6-9ec697178444,a51930b1-b221-40ac-825c-7a86aa5b5508,2
SC1,727e0dab-f9b8-4b66-b5b6-9ec697178444,a51930b1-b221-40ac-825c-7a86aa5b5508,3
SC1,727e0dab-f9b8-4b66-b5b6-9ec697178444,a51930b1-b221-40ac-825c-7a86aa5b5508,4
SC1,727e0dab-f9b8-4b66-b5b6-9ec697178444,a51930b1-b221-40ac-825c-7a86aa5b5508,5
SC1,727e0dab-f9b8-4b66-b5b6-9ec697178444,a51930b1-b221-40ac-825c-7a86aa5b5508,6
SC1,727e0dab-f9b8-4b66-b5b6-9ec697178444,a51930b1-b221-40ac-825c-7a86aa5b5508,7
SC1,727e0dab-f9b8-4b66-b5b6-9ec697178444,a51930b1-b221-40ac-825c-7a86aa5b5508,8
SC1,727e0dab-f9b8-4b66-b5b6-9ec697178444,a51930b1-b221-40ac-825c-7a86aa5b5508,9
SC1,727e0dab-f9b8-4b66-b5b6-9ec697178444,a51930b1-b221-40ac-825c-7a86aa5b5508,10
SC1,5fe686ef-b300-445d-9116-d4abb38e2d46,98bfa2f1-4fb0-425b-ae03-183fdc177ad7,0
