MANDT,VBELN,WADAT,LFUHR,ERDAT,ERNAM
SC1,4b1ae0ec-a6a6-4e6c-8b9d-723b9cb04b67,2010-04-28 07:51:00,2010-04-28 07:51:00,2010-04-18 11:36:49,Michael Corleone
SC1,ad527e7c-00aa-4d04-8623-31caddc5b922,2017-10-17 09:28:14,2017-10-17 09:28:14,2017-10-08 21:51:27,Indiana Jones
SC1,3db8c933-55a1-417c-b7ce-e0ff059d794c,2016-03-04 18:15:00,2016-03-04 18:15:00,2016-03-01 15:33:41,Indiana Jones
SC1,a7e4d018-95c1-40b2-a704-9c6ccf0a3dea,2013-07-13 04:02:55,2013-07-15 14:34:03,2013-07-04 22:44:10,Rocky Balboa
SC1,9bd8e1c1-e621-47ea-b01e-c2d523924216,2010-04-10 11:59:02,2010-04-10 11:59:02,2010-03-27 05:45:31,Dorothy Gale
SC1,fddd4c05-ec2a-45cc-aff0-5e59031df37f,2011-01-28 17:33:38,2011-01-28 17:33:38,2011-01-03 03:53:22,Jason Bourne
SC1,64387c20-6711-42ee-ab7b-de50b9fee75a,2015-04-28 06:59:08,2015-04-29 09:26:34,2015-04-12 12:14:58,Hannibal Lecter
SC1,f2f9e217-82f3-4a02-a46d-3ca1ba41d212,2014-05-09 00:38:46,2014-05-09 00:38:46,2014-05-01 01:27:22,Travis Bickle
SC1,374a1634-4bed-4881-be8b-91d33b27b854,2012-05-23 01:45:16,2012-05-26 17:12:20,2012-05-16 09:26:28,Leia Organa
SC1,1eb1b1ce-db01-4303-9e82-a58ade86961f,2016-11-23 12:16:50,2016-11-23 12:16:50,2016-11-16 04:19:11,Forrest Gump
SC1,8bb79bf4-02d4-451e-b0f7-2e682faab701,2014-02-24 01:36:43,2014-02-24 01:36:43,2014-02-22 05:10:18,Jason Bourne
SC1,87396055-0f5e-4787-a12b-f759dc7f9eeb,2019-03-30 16:07:54,2019-03-30 16:07:54,2019-03-27 15:56:45,Tony Montana
SC1,fe823b14-a25a-4eec-b252-fdb15e4657de,2016-02-05 02:40:25,2016-02-11 11:04:18,2016-01-20 23:42:26,Katniss Everdeen
SC1,1e442e0c-5a24-4fad-98f9-5d9f127eef2e,2012-08-09 02:39:21,2012-08-15 23:12:34,2012-07-30 19:34:06,Jason Bourne
SC1,574c5aca-55a2-4bef-9c82-ba03337125d2,2017-12-10 21:03:59,2017-12-10 21:03:59,2017-12-02 00:07:01,Tony Montana
SC1,3269158b-ac53-48d4-a42d-e56eb7295d3f,2011-08-13 15:07:57,2011-08-13 15:07:57,2011-07-20 20:13:32,Robert Axelrod
SC1,e4f7cea4-ae28-411a-8fcd-23d6efd7a915,2011-05-01 14:08:29,2011-05-01 14:08:29,2011-04-13 11:28:59,Vito Corleone
SC1,e01f9820-576c-47f9-ae45-7c5ea4c0c66a,2016-03-17 18:57:25,2016-03-17 18:57:25,2016-03-14 05:52:19,Dorothy Gale
SC1,b571eaa4-2cf2-49b7-bf97-b9e676c9325a,2019-02-18 07:56:37,2019-02-18 07:56:37,2019-02-08 11:30:55,Tony Montana
SC1,eb0cdb73-8b5d-49fe-8eda-6f3125b17bdc,2013-09-02 20:52:26,2013-09-02 20:52:26,2013-08-28 14:39:19,Travis Bickle
SC1,5b60af4e-18f5-47a9-96b7-9a8f76b26af6,2013-03-01 07:47:22,2013-03-04 17:42:09,2013-02-19 07:38:23,Ferris Bueller
SC1,69feb881-35cd-48ff-9f63-7dba9226941c,2017-08-17 12:57:48,2017-08-17 12:57:48,2017-07-26 02:23:34,Robert Axelrod
SC1,faefbd9f-94f8-41ab-9e40-c030bcf29cb2,2011-08-08 08:07:19,2011-08-08 08:07:19,2011-07-10 22:48:08,Jack Dawson
SC1,da14538d-633c-4d39-8fde-e217d42ab82f,2011-05-01 20:17:53,2011-05-09 03:26:44,2011-04-08 03:36:39,Frodo Baggins
SC1,409cbb17-bc33-4efc-8633-1ee75c98ceff,2018-06-05 21:51:04,2018-06-05 21:51:04,2018-05-31 09:19:08,Sheldon Cooper
SC1,6fb4d54e-0918-4c6f-8b6a-d190c93894b9,2019-10-14 07:57:44,2019-10-14 07:57:44,2019-10-11 02:02:24,Lara Croft
SC1,a3711647-3b1e-4baf-b367-e105f4285f83,2012-11-01 00:11:26,2012-11-01 00:11:26,2012-10-27 23:04:37,Travis Bickle
SC1,82b20bc8-079e-49b0-a6f8-4c27f707476e,2014-03-01 15:20:46,2014-03-01 15:20:46,2014-02-18 09:03:07,Jack Dawson
SC1,275bf8f1-354f-467b-95b3-ddec042c2799,2016-04-26 01:08:42,2016-04-30 07:03:13,2016-04-09 12:32:00,Jack Sparrow
SC1,741bad46-11bb-4c7d-aa2b-4896132a5cde,2016-06-04 12:16:38,2016-06-04 12:16:38,2016-06-02 04:21:56,Forrest Gump
SC1,4b19239b-7955-4171-b8c5-970a8ccb3a2d,2017-07-23 10:07:51,2017-07-23 10:07:51,2017-06-23 21:53:32,Norman Bates
SC1,4be1e55e-fade-47f6-a6e3-17add7038254,2016-05-11 06:55:34,2016-05-11 06:55:34,2016-05-09 12:20:20,Ferris Bueller
SC1,ff1b45dd-6b5a-4dca-ad48-15d1aee0f22e,2015-01-29 01:29:01,2015-01-29 01:29:01,2015-01-20 19:27:02,Walter White
SC1,5edc8634-be62-438e-b7fa-f54c710f98b1,2011-09-04 17:19:08,2011-09-06 23:43:31,2011-08-28 03:52:34,Leia Organa
SC1,ec946145-8905-42f2-8fe1-b2bce06cdba3,2013-07-18 12:31:29,2013-07-18 12:31:29,2013-06-27 02:21:27,Atticus Finch
SC1,acc9fb71-6ff2-44ca-881d-fb62d217aa07,2017-07-15 16:45:54,2017-07-15 16:45:54,2017-06-20 16:15:05,Norman Bates
SC1,673fe03e-73e8-496f-9c6c-016c331ab769,2009-12-27 07:47:15,2009-12-27 07:47:15,2009-12-21 22:02:37,Sheldon Cooper
SC1,9cf06c0e-51f4-4f48-99c6-7a309a34932f,2017-01-09 11:12:11,2017-01-09 11:12:11,2016-12-26 07:57:01,Jack Sparrow
SC1,f6efe05b-d16c-4ccb-8127-9b1a75031e44,2013-12-15 22:05:58,2013-12-22 13:22:53,2013-11-27 14:53:31,Rocky Balboa
SC1,9d2669ab-2ddd-4451-9550-dff3cc81fa49,2014-02-13 19:47:57,2014-02-13 19:47:57,2014-02-11 15:54:19,Vito Corleone
SC1,433bbb1e-ac3c-402c-b908-1188bc2c107c,2011-07-14 11:42:07,2011-07-14 11:42:07,2011-07-12 15:11:14,Katniss Everdeen
SC1,110d6a91-ce79-4784-b690-b55f37a3d41a,2015-12-03 18:34:21,2015-12-03 18:34:21,2015-11-26 20:42:36,Dorothy Gale
SC1,1f80254e-f152-44cd-a841-a374e0491f90,2017-07-22 11:02:49,2017-07-22 11:02:49,2017-07-01 19:08:57,Frodo Baggins
SC1,70487e97-6a6f-4f4a-a72c-c57ba9d72265,2011-05-28 04:08:42,2011-05-28 04:08:42,2011-05-19 22:41:39,John Wick
SC1,e6454581-3d6c-4a2c-ad56-a27ba2282592,2012-01-16 22:50:19,2012-01-16 22:50:19,2011-12-31 12:05:46,Jack Sparrow
SC1,0168d6ee-b98e-4452-b9cf-20967651bde5,2011-02-21 08:14:27,2011-02-21 08:14:27,2011-01-24 21:34:17,Ethan Hunt
SC1,5e46d621-50bd-4679-8944-6d274c2fa6fd,2010-02-25 12:16:53,2010-02-25 12:16:53,2010-02-10 10:20:19,Jack Dawson
SC1,f0047728-08e3-4914-b9a7-8e6b4cf3d607,2009-07-02 03:04:42,2009-07-02 03:04:42,2009-06-29 22:09:57,Travis Bickle
SC1,a5ba9ccd-1062-4743-a098-1a349bc1eb10,2010-01-24 13:26:33,2010-02-01 12:31:27,2010-01-07 16:37:14,Rocky Balboa
SC1,4cef20ac-df9e-4eac-be01-aa33c506b4b7,2015-11-10 17:15:29,2015-11-10 17:15:29,2015-10-16 19:12:52,Sheldon Cooper
SC1,0ccba802-aa66-45f0-81c1-a4a1cfa7241c,2019-09-15 12:58:44,2019-09-15 12:58:44,2019-08-21 19:31:37,Katniss Everdeen
SC1,ed20b40a-33c0-473a-8be2-f9b43116e295,2016-04-19 11:40:56,2016-04-19 11:40:56,2016-03-23 12:58:13,Forrest Gump
SC1,52ad255b-04a0-40a7-9e91-eeeb231b58ad,2013-08-03 13:26:55,2013-08-03 13:26:55,2013-07-29 21:29:40,Vito Corleone
SC1,29f7a5f0-b12d-49b1-b05a-b545c10b5bc5,2013-07-31 08:18:58,2013-07-31 08:18:58,2013-07-16 18:37:28,Vito Corleone
SC1,62f5a683-4c9a-4b19-9a58-24a61767c4e6,2012-11-11 14:41:03,2012-11-15 06:22:44,2012-10-18 08:32:59,Katniss Everdeen
SC1,d62f31ab-8fbd-42df-8e52-0f9503451eca,2013-03-14 14:34:00,2013-03-14 14:34:00,2013-03-03 06:48:27,Tony Stark
SC1,b28051db-94e3-4da2-9de6-eadf1fc3f8ce,2011-01-14 11:47:56,2011-01-14 11:47:56,2010-12-23 15:15:42,Forrest Gump
SC1,99b82258-6cad-4c3f-840c-cb1ec9ddd558,2016-04-12 17:44:26,2016-04-12 17:44:26,2016-03-21 21:23:27,Lara Croft
SC1,d8a9bc80-b03a-4b88-8b46-975fbd76849d,2012-02-22 12:15:56,2012-02-26 09:18:10,2012-02-16 16:32:58,Clarice Starling
SC1,98a6355e-652a-48c2-bb86-fe54c29cee5f,2013-03-25 19:06:19,2013-03-25 19:06:19,2013-03-19 18:03:48,Leia Organa
SC1,2e8f425b-2083-4755-80c6-fbad05f61e12,2016-12-04 23:25:37,2016-12-04 23:25:37,2016-11-27 13:32:28,Don Corleone
SC1,0966ec30-b403-448d-b590-b4ebd164fdca,2012-05-10 08:39:58,2012-05-10 08:39:58,2012-04-12 19:53:16,Ellen Ripley
SC1,3fdfb993-49b9-4149-8bf1-aef7c20254b2,2014-10-06 20:18:00,2014-10-06 20:18:00,2014-10-02 16:48:56,Leia Organa
SC1,bbb50d7c-8cdb-4290-906c-9f28baf08264,2019-02-01 23:31:13,2019-02-01 23:31:13,2019-01-22 23:58:17,Hannibal Lecter
SC1,242d3966-d130-4c7c-a41b-8e3db58da264,2012-12-08 05:27:31,2012-12-08 05:27:31,2012-11-10 10:38:03,Hannibal Lecter
SC1,2b985d83-82b1-4d77-be17-9d8ae735334a,2015-12-13 02:30:26,2015-12-18 14:04:34,2015-11-27 01:01:45,Jack Sparrow
SC1,878de643-e85b-4a50-99bb-c5ef7f93dcba,2017-07-30 17:08:06,2017-07-30 17:08:06,2017-07-25 08:46:36,Ethan Hunt
SC1,c209fa9b-c73c-4240-9bca-558461e38620,2019-07-10 11:03:43,2019-07-10 11:03:43,2019-07-01 18:43:27,Don Corleone
SC1,83a5c135-5c25-4025-af08-ebe344ca0af9,2012-10-26 06:51:48,2012-10-26 06:51:48,2012-09-26 21:01:40,Forrest Gump
SC1,3fbbf324-d8ff-4eb6-8759-0b3c0babdb09,2019-09-18 12:47:55,2019-09-18 12:47:55,2019-09-05 22:36:18,Frodo Baggins
SC1,ff5c75a3-d41d-44e9-a058-28c05b4759d6,2012-02-13 03:55:53,2012-02-13 03:55:53,2012-01-18 02:17:40,Tyler Durden
SC1,58a066f8-89dd-43ba-a790-d268f66ae828,2011-11-07 09:31:23,2011-11-07 09:31:23,2011-10-19 09:38:34,Atticus Finch
SC1,d16f14a6-416f-4039-b1a1-bab9a367298a,2012-07-08 03:28:49,2012-07-08 03:28:49,2012-06-18 21:03:27,Jason Bourne
SC1,34dd8b24-bb48-4d83-b035-5b1d8543888d,2013-07-16 19:06:18,2013-07-24 00:42:10,2013-06-27 17:44:32,Vito Corleone
SC1,577a0e50-d409-4ef7-8739-b3c787e3b7ad,2014-07-14 05:25:52,2014-07-15 13:17:31,2014-07-10 19:26:52,Jack Sparrow
SC1,5fa05456-9b67-4f9c-9adf-414cefb11bd3,2016-06-21 20:05:42,2016-06-21 20:05:42,2016-05-27 08:23:43,Harry Potter
SC1,823bb77d-d0b0-4e70-9d57-70096b209ae2,2016-09-22 12:06:21,2016-09-24 10:21:04,2016-08-28 23:57:43,Lara Croft
SC1,01e9043a-89b0-41a8-aedb-e90bf75578dc,2017-08-24 09:40:32,2017-08-24 09:40:32,2017-08-16 08:22:45,Daenerys Targaryen
SC1,0161a6f1-4a0a-4756-b224-7a11a1cc2ec4,2014-01-30 03:14:56,2014-02-05 10:22:52,2014-01-21 22:02:03,Ethan Hunt
SC1,1b1a7647-f19f-48df-af72-3d8cf0eb8709,2015-05-17 06:38:48,2015-05-18 19:38:52,2015-04-26 00:12:13,Robert Axelrod
SC1,6ef9efd1-4414-4c1c-956a-e77aa0ecc365,2018-07-13 11:37:08,2018-07-13 11:37:08,2018-06-26 00:16:05,Lara Croft
SC1,edb36daf-9159-4b7a-a6fa-15bdeab3ddfd,2018-04-20 10:56:06,2018-04-20 10:56:06,2018-04-10 11:13:03,Ellen Ripley
SC1,b3615ae7-3b02-4a22-b071-58cca1755ff1,2010-08-28 14:57:04,2010-08-28 14:57:04,2010-08-17 20:40:45,Jon Snow
SC1,f39f2233-da15-462b-8a48-45762b8bcc48,2017-07-23 06:08:49,2017-07-23 06:08:49,2017-06-28 08:05:03,Tony Montana
SC1,8c1b448a-24af-4f74-9226-21bb105f3032,2015-01-23 19:04:30,2015-01-23 19:04:30,2015-01-20 06:43:49,Hannibal Lecter
SC1,30af4664-2618-4382-bcd3-962a4acfb8a8,2012-12-22 14:25:33,2012-12-24 22:26:11,2012-12-16 05:18:00,Indiana Jones
SC1,317b7aee-d166-4473-ab3a-a71aa80434c5,2016-08-14 17:20:31,2016-08-21 08:00:26,2016-07-17 02:56:37,Holly Golightly
SC1,3cfbe22c-2724-4dc4-8c10-872003259c6e,2014-06-10 09:44:58,2014-06-10 09:44:58,2014-05-21 01:17:58,Holly Golightly
SC1,24bb092c-ac83-41b9-8552-bef0e3dfea13,2013-06-29 02:43:25,2013-06-29 02:43:25,2013-06-04 13:31:15,Tyler Durden
SC1,cef1d478-fbd2-460b-9805-dbf70e0d9989,2012-09-22 13:15:54,2012-09-22 13:15:54,2012-09-02 23:01:36,Holly Golightly
SC1,940b27e4-ed62-49ee-b6c0-9bb5862715b8,2017-01-31 01:04:35,2017-02-01 10:24:35,2017-01-07 10:02:13,Jack Sparrow
SC1,016255b8-febc-4d8e-8b39-d19932f4573e,2016-05-14 23:36:41,2016-05-14 23:36:41,2016-04-25 12:55:43,Jon Snow
SC1,c46eed37-3c28-4d2b-bcab-d55085f1c370,2017-04-09 05:41:29,2017-04-09 05:41:29,2017-03-13 08:53:20,Marty McFly
SC1,9f08d446-c126-4936-a59a-202cae06dcc3,2016-01-26 20:13:25,2016-01-26 20:13:25,2016-01-01 05:06:01,Luke Skywalker
SC1,b9d6129a-5c59-4fd2-88eb-8b809b6fbcc2,2017-08-17 16:31:48,2017-08-20 04:08:05,2017-08-07 13:31:16,Frodo Baggins
SC1,e2545118-d21c-4b08-b6d9-7ef50c98b127,2016-02-27 18:00:27,2016-02-27 18:00:27,2016-01-28 14:59:07,Katniss Everdeen
SC1,9fd209c8-2ae5-4bf8-9c7b-da52c70672d5,2010-08-31 18:26:19,2010-08-31 18:26:19,2010-08-27 17:56:03,Rick Blaine
SC1,b9038a3e-5270-43a9-acd7-bb54a7832bf7,2017-01-28 09:16:08,2017-01-28 09:16:08,2017-01-18 21:22:30,Rocky Balboa
SC1,0f6f65c8-c71a-4c99-a849-ccb7f85231b4,2012-06-17 17:35:27,2012-06-17 17:35:27,2012-06-07 19:59:39,Katniss Everdeen
SC1,d7ecca26-6645-41c3-9ef6-6d5dac0d528f,2015-09-02 01:02:52,2015-09-02 01:02:52,2015-08-13 18:31:35,Vito Corleone
SC1,4ac65b5a-b0e6-453d-8642-11d7e8194220,2011-03-18 23:11:15,2011-03-18 23:11:15,2011-02-20 07:55:16,Robert Axelrod
SC1,fd0f2b9d-b96a-427a-bdf2-a51729e2fd55,2016-05-01 00:47:28,2016-05-01 00:47:28,2016-04-09 04:27:24,Lara Croft
SC1,bc8e1c74-1b8d-4be2-9aec-b2f109326cb4,2017-06-05 20:45:32,2017-06-05 20:45:32,2017-05-14 04:09:38,Dorothy Gale
SC1,696e2a93-e193-4e5d-ae00-c9ac35a22c9d,2012-07-25 19:24:30,2012-07-25 19:24:30,2012-07-08 19:22:43,John Wick
SC1,3681f008-964e-4530-b01d-d52abe7d3c7a,2018-07-10 13:53:59,2018-07-10 13:53:59,2018-06-26 03:35:45,Don Corleone
SC1,bc4bb1a5-054b-4ab9-9909-6a2c65c279e3,2019-12-02 08:09:24,2019-12-02 08:09:24,2019-11-12 02:39:55,Walter White
SC1,8a3e9a0a-454a-423d-af65-ecdda50fcf2f,2019-03-21 16:03:35,2019-03-27 08:53:19,2019-03-13 02:13:41,Sheldon Cooper
SC1,d98eab35-574d-44d0-8251-53490915b851,2017-09-09 18:40:29,2017-09-09 18:40:29,2017-08-18 22:59:21,Jack Sparrow
SC1,37f254af-045f-44c0-a48f-235aa7892e3e,2015-09-06 08:51:40,2015-09-06 08:51:40,2015-08-22 16:35:54,Don Corleone
SC1,f91cae9b-38bc-4da6-a447-63d9610ba494,2011-01-12 22:43:03,2011-01-12 22:43:03,2010-12-18 13:55:37,Forrest Gump
SC1,5754324c-9d71-4a59-84b6-eab0e8146d4f,2011-01-29 21:16:39,2011-01-29 21:16:39,2011-01-20 03:49:51,Jason Bourne
SC1,0b4423b9-f1d3-4dcd-8fe0-10a42635f4ba,2011-09-10 01:52:47,2011-09-16 13:20:58,2011-08-14 13:07:48,Rocky Balboa
SC1,b8aeddb1-4c18-48b9-927f-ad6fe5e12aff,2018-02-27 06:40:43,2018-02-27 06:40:43,2018-02-09 17:56:39,Holly Golightly
SC1,4c58910b-5707-4ac8-a426-5b0f9446be8b,2015-06-07 14:02:52,2015-06-09 00:08:48,2015-05-11 12:54:25,Atticus Finch
SC1,5042edce-7525-4ac3-af69-d350682d5278,2019-10-30 03:40:50,2019-10-30 03:40:50,2019-10-07 03:45:07,Don Corleone
SC1,bdc25c3c-6c95-471d-8ad8-277dbafedc13,2012-10-08 02:15:07,2012-10-08 02:15:07,2012-10-05 07:25:13,Tony Montana
SC1,13978747-5fa1-4314-bf0b-6fc994351527,2009-09-05 09:36:05,2009-09-07 19:48:04,2009-08-13 22:27:43,Frodo Baggins
SC1,63ce66d6-2485-4854-8a84-f94a39dc8f98,2019-11-16 03:28:22,2019-11-16 03:28:22,2019-10-24 07:09:00,Dorothy Gale
SC1,0030cd8f-f315-49db-b17b-5393fcf56d04,2013-12-01 06:17:54,2013-12-01 06:17:54,2013-11-08 16:28:43,Ferris Bueller
SC1,bee61f15-8a98-4ebb-b98b-78ce6f2f0789,2018-09-20 18:06:38,2018-09-24 08:45:51,2018-08-20 23:38:56,Walter White
SC1,06d930a7-f1bb-42fc-8e2f-80ee098b5d4e,2014-04-30 02:07:27,2014-04-30 02:07:27,2014-04-25 11:29:07,Daenerys Targaryen
SC1,5413e0e4-0447-426a-b8d3-7683b03d3d7f,2012-03-05 08:51:15,2012-03-05 08:51:15,2012-02-11 08:08:07,Harry Potter
SC1,e53b9424-1d78-4a31-97c7-4806544cd30f,2013-03-06 03:00:53,2013-03-06 03:00:53,2013-02-26 03:19:23,Ferris Bueller
SC1,23535ae3-cb26-4994-8751-16d8b61fde0f,2012-04-08 13:49:38,2012-04-08 13:49:38,2012-04-04 12:05:55,Tyler Durden
SC1,526d269e-2b7e-4b0f-8573-ea062485ab6c,2010-04-16 11:00:30,2010-04-24 02:27:04,2010-03-18 08:11:24,Ethan Hunt
SC1,25a28008-885f-46ea-84d0-51389096d32a,2009-07-31 05:07:12,2009-07-31 05:07:12,2009-07-25 17:41:54,Vito Corleone
SC1,ab04d4ea-0ecd-4994-a3d4-4f421ce4309d,2012-09-22 16:19:39,2012-09-22 16:19:39,2012-08-24 02:21:48,Leia Organa
SC1,2bd4ebef-f185-41d5-ae1c-be8e8fb9315d,2012-12-13 02:28:21,2012-12-13 02:28:21,2012-11-19 22:06:38,Forrest Gump
SC1,3afd52f5-c0a0-4339-8392-9ed5993ac68d,2011-06-26 23:10:16,2011-07-01 01:21:16,2011-05-28 07:49:30,Travis Bickle
SC1,59545beb-6c8b-4b35-b66f-7ca07d33a8bb,2014-02-06 03:53:00,2014-02-06 03:53:00,2014-01-27 01:02:03,Jack Dawson
SC1,66875889-01d4-4dd4-8190-9595643f29c6,2013-10-30 13:14:52,2013-10-30 13:14:52,2013-10-07 19:39:21,Walter White
SC1,def19ca3-708b-4aeb-82e1-81caeb055b22,2010-06-19 20:29:54,2010-06-19 20:29:54,2010-06-07 04:45:55,Luke Skywalker
SC1,f7462b7a-b606-4e13-a106-34368e5624a0,2010-06-28 18:23:15,2010-06-28 18:23:15,2010-06-15 15:39:43,Michael Corleone
SC1,c5d9c1ab-9959-46cf-8b67-e8d1f6dea220,2014-05-01 14:24:40,2014-05-01 14:24:40,2014-04-27 17:10:11,Darth Vader
SC1,281153d8-5d7d-4073-8b07-2b305a61ac30,2017-08-08 19:52:24,2017-08-08 19:52:24,2017-07-14 00:00:26,Tyler Durden
SC1,ba03456a-878d-4ab4-8009-d3e02b73cd76,2009-08-21 20:04:24,2009-08-25 13:01:08,2009-08-08 20:44:47,Lara Croft
SC1,cacfd351-40c2-442e-8d8b-97393bb97555,2011-06-01 19:02:38,2011-06-01 19:02:38,2011-05-29 15:01:41,Vito Corleone
SC1,6e205709-5ee1-41dd-ac82-b6b0eb7eeac3,2012-04-17 19:34:36,2012-04-17 19:34:36,2012-03-30 18:09:45,John Wick
SC1,381b4660-a3de-4689-89ae-9fcefec935c1,2012-11-28 20:25:12,2012-11-28 20:25:12,2012-11-01 11:16:24,Frodo Baggins
SC1,ab80d0e4-b10e-4dba-8ea4-5558d10e9e1b,2011-06-10 09:38:40,2011-06-10 09:38:40,2011-05-21 12:43:59,Walter White
SC1,6e83266d-7397-41eb-ab96-308c241851bf,2012-06-14 08:21:39,2012-06-19 19:55:01,2012-05-26 08:13:02,Daenerys Targaryen
SC1,666f3256-b6ed-4edd-8266-d24b1ed276bd,2011-09-19 04:56:00,2011-09-22 18:56:41,2011-08-28 19:57:31,Walter White
SC1,4da28d30-1ab9-497a-a434-5e15f881487c,2010-01-08 08:31:44,2010-01-08 08:31:44,2009-12-11 21:06:57,Daenerys Targaryen
SC1,5f54357f-b466-406a-8cc1-67b0d2bd1f9f,2014-04-05 20:49:56,2014-04-05 20:49:56,2014-03-25 17:29:23,Harry Potter
SC1,383c0db6-20bb-414b-9fb5-71fe789b84c2,2016-07-02 03:41:26,2016-07-03 18:56:47,2016-06-29 06:17:12,Ferris Bueller
SC1,5f06a051-f862-42ab-b96a-abb409b0168c,2017-09-14 06:42:43,2017-09-17 20:46:42,2017-09-11 10:27:48,Jon Snow
SC1,f1c16b42-6216-454d-ab62-925c03479043,2013-11-04 00:29:11,2013-11-05 13:48:03,2013-11-02 17:06:26,Hermione Granger
SC1,c767d75d-e7a5-42b3-8f76-ec64f728eade,2015-08-09 12:16:16,2015-08-09 12:16:16,2015-07-29 00:06:20,Daenerys Targaryen
SC1,85411173-c9b4-4065-9108-10549797e2e5,2014-03-31 06:18:23,2014-03-31 06:18:23,2014-03-24 07:23:09,Frodo Baggins
SC1,3622da32-c48f-4805-99f9-3b5f678b4c46,2017-01-26 07:16:37,2017-01-30 05:23:13,2017-01-18 02:10:48,Walter White
SC1,b7bb2d13-36aa-4824-8826-bbb969f3cf82,2019-04-27 18:29:07,2019-05-05 14:25:43,2019-04-25 18:28:43,Jack Dawson
SC1,106034f5-0cc1-4c9d-82a2-a8cf9ee73f74,2019-01-30 02:14:47,2019-01-30 02:14:47,2018-12-30 05:13:24,Katniss Everdeen
SC1,0f017c83-87ff-4e7b-a49e-2197f8838b0d,2013-02-23 08:27:07,2013-02-23 08:27:07,2013-02-02 02:23:53,Leia Organa
SC1,ca8728a4-3d7a-4d38-bc97-6bc8e9067113,2019-11-14 05:07:21,2019-11-14 05:07:21,2019-11-10 18:52:01,Atticus Finch
SC1,803f0558-1271-46d7-945e-120f88a544b1,2014-04-16 05:58:11,2014-04-16 05:58:11,2014-03-27 05:01:09,Ellen Ripley
SC1,4c954fa7-7423-4406-aa56-4c9e30217b6f,2011-11-10 20:28:47,2011-11-10 20:28:47,2011-10-26 15:51:32,Travis Bickle
SC1,b22ba7da-9984-45db-953c-129c519262d9,2020-01-22 01:43:38,2020-01-22 01:43:38,2019-12-31 18:03:47,Atticus Finch
SC1,7b12c972-53b7-40f0-b9fc-fdaf1b7e3bed,2016-05-02 04:58:04,2016-05-07 01:53:56,2016-04-14 17:35:28,Tyler Durden
SC1,60899266-517a-482d-9d89-80ec67edf494,2012-07-09 10:47:52,2012-07-09 10:47:52,2012-06-12 09:28:02,Tony Montana
SC1,6ca100cd-18fa-48c0-ae15-00d30ad49b73,2019-06-11 01:43:26,2019-06-18 21:38:10,2019-06-09 19:00:24,Lara Croft
SC1,8ca5e897-8ce0-4ad7-9263-11cba256cb1e,2019-12-26 11:51:44,2019-12-26 11:51:44,2019-12-11 10:53:09,Don Corleone
SC1,57f267a0-e6b9-4ba0-8ade-a3f643811733,2012-09-01 05:36:27,2012-09-01 05:36:27,2012-08-20 14:09:24,Tony Stark
SC1,bf39433e-1cd2-4cbc-9e7d-1432f5ef94ac,2011-04-24 06:12:45,2011-04-24 06:12:45,2011-04-19 12:09:23,Atticus Finch
SC1,8aa464c8-3632-4470-9d09-59421d6a6541,2010-05-07 02:43:10,2010-05-07 02:43:10,2010-04-24 15:34:14,Robert Axelrod
SC1,919e1168-f313-4f93-bedc-1640b3778a3a,2017-10-22 07:19:04,2017-10-27 14:50:07,2017-09-25 01:49:21,Harry Potter
SC1,34999963-c50b-4777-8287-8c66c364b761,2012-12-15 16:24:49,2012-12-15 16:24:49,2012-12-11 00:04:01,Vito Corleone
SC1,646a5df3-d7ff-4038-8a31-f1c1bbc41b13,2016-03-31 06:57:06,2016-03-31 06:57:06,2016-03-11 04:12:39,Jason Bourne
SC1,f8a1554f-2da5-46e8-89d1-e04cf02460b9,2019-01-03 20:24:52,2019-01-03 20:24:52,2018-12-07 19:49:55,Harry Potter
SC1,247ab8bb-c550-433d-93fe-6148e6a67bc7,2014-02-26 07:16:39,2014-02-26 07:16:39,2014-02-11 14:28:54,Ellen Ripley
SC1,de7aa2d8-951c-4f16-9bb0-24fe5b5981a6,2013-09-11 12:58:27,2013-09-11 12:58:27,2013-08-29 12:04:05,Ellen Ripley
SC1,c2052ae8-a544-46be-9a41-2e2fd6961eb9,2014-10-13 21:26:59,2014-10-13 21:26:59,2014-10-07 07:49:08,Michael Corleone
SC1,a6c5c829-bd12-40b9-9b3a-eaac31291b62,2017-05-12 01:29:29,2017-05-12 01:29:29,2017-05-07 02:09:12,Ellen Ripley
SC1,f1280923-73d2-4ac9-82ef-9d4e4eface44,2015-02-16 14:59:06,2015-02-16 14:59:06,2015-01-31 04:35:05,Frodo Baggins
SC1,a8fa2514-3502-45c9-aa8e-ecbfe61c45a2,2016-11-10 18:54:27,2016-11-10 18:54:27,2016-11-07 01:29:25,Indiana Jones
SC1,7e02a9ea-f56c-4fd3-8083-e95b5e9a3203,2017-10-03 06:22:06,2017-10-03 06:22:06,2017-09-05 03:01:31,Clarice Starling
SC1,0c7b8a06-e272-4d08-924f-09683a7c3b99,2013-05-21 09:42:25,2013-05-21 09:42:25,2013-05-15 18:57:48,Jack Dawson
SC1,308f93f1-9b33-490a-a2f7-23f84ee74ae8,2009-10-26 03:34:48,2009-11-02 21:37:52,2009-09-26 07:04:31,Travis Bickle
SC1,f4f316d7-d693-494e-86b4-f5c53796cdfe,2011-10-31 04:05:30,2011-10-31 04:05:30,2011-10-29 21:09:12,John Wick
